# synthetic metrics
1700000132,web01,cpu,39
1700000133,db01,cpu,86
1700000134,cache02,cpu,21
1700000135,worker01,cpu,68
1700000136,db02,cpu,3
1700000137,db01,disk,70
1700000138,cache02,mem,69
1700000139,worker01,mem,48
1700000140,web01,cpu,83
1700000141,cache01,mem,98
1700000142,cache02,cpu,61
1700000143,worker01,mem,68
1700000144,web01,mem,71
1700000145,worker03,disk,82
1700000146,web03,disk,21
1700000147,worker03,disk,56
1700000148,web01,mem,79
1700000149,db01,mem,30
1700000150,cache02,mem,73
1700000151,db01,disk,56
1700000152,cache02,disk,59
1700000153,cache01,mem,50
1700000154,db02,cpu,77
1700000155,worker03,cpu,60
1700000156,web03,disk,83
1700000157,worker03,disk,38
1700000158,web03,cpu,1
1700000159,db01,disk,12
1700000160,web03,disk,47
1700000161,worker03,cpu,58
1700000162,web03,disk,53
1700000163,cache01,mem,100
1700000164,web01,disk,83
1700000165,web02,mem,22
1700000166,db02,mem,17
1700000167,cache01,cpu,80
1700000168,cache02,cpu,47
1700000169,worker03,mem,46
1700000170,worker02,cpu,77
1700000171,cache01,mem,4
1700000172,web01,cpu,23
1700000173,worker01,cpu,38
1700000174,web01,disk,77
1700000175,worker03,disk,100
1700000176,worker02,mem,3
1700000177,web02,mem,2
1700000178,web01,mem,45
1700000179,worker01,mem,4
1700000180,worker02,mem,91
1700000181,worker01,mem,94
1700000182,cache02,cpu,89
1700000183,worker01,mem,52
1700000184,db02,cpu,71
1700000185,cache01,disk,86
1700000186,cache02,cpu,17
1700000187,worker03,cpu,36
1700000188,worker02,mem,75
1700000189,db01,disk,14
1700000190,web01,cpu,21
1700000191,worker03,mem,24
1700000192,web01,mem,51
1700000193,cache01,disk,50
1700000194,db02,cpu,13
1700000195,web02,mem,44
1700000196,web03,disk,91
1700000197,web02,mem,70
1700000198,db02,disk,49
1700000199,db01,disk,56
1700000200,cache02,cpu,11
1700000201,cache01,disk,58
1700000202,cache02,mem,37
1700000203,db01,mem,32
1700000204,worker02,mem,83
1700000205,worker01,mem,74
1700000206,web01,disk,49
1700000207,worker01,mem,76
1700000208,cache02,mem,3
1700000209,cache01,disk,34
1700000210,web03,mem,17
1700000211,worker03,disk,36
1700000212,web01,disk,79
1700000213,worker03,disk,6
1700000214,web01,mem,93
1700000215,cache01,disk,92
1700000216,worker02,cpu,23
1700000217,worker01,disk,30
1700000218,worker02,cpu,17
1700000219,cache01,disk,24
1700000220,worker02,disk,27
1700000221,cache01,cpu,90
1700000222,worker02,mem,13
1700000223,cache01,mem,16
1700000224,web03,cpu,23
1700000225,worker03,mem,58
1700000226,db02,disk,65
1700000227,web02,disk,60
1700000228,web01,disk,51
1700000229,web02,cpu,62
1700000230,db02,mem,97
1700000231,worker03,mem,44
1700000232,web03,disk,99
1700000233,worker03,mem,90
1700000234,cache02,disk,97
1700000235,worker03,disk,32
1700000236,web03,cpu,67
1700000237,worker01,cpu,82
1700000238,cache02,cpu,97
1700000239,worker03,cpu,64
1700000240,db02,mem,95
1700000241,worker01,disk,34
1700000242,db02,disk,73
1700000243,db01,mem,4
1700000244,web03,mem,75
1700000245,cache01,disk,90
1700000246,web03,mem,41
1700000247,worker01,disk,24
1700000248,worker02,cpu,27
1700000249,db01,mem,70
1700000250,worker02,mem,65
1700000251,web02,disk,88
1700000252,web03,mem,11
1700000253,worker03,mem,54
1700000254,web01,disk,41
1700000255,worker03,cpu,28
1700000256,web01,mem,71
1700000257,worker03,disk,62
1700000258,web03,mem,13
1700000259,web02,mem,84
1700000260,worker02,disk,87
1700000261,db01,disk,14
1700000262,worker02,disk,49
1700000263,db01,mem,92
1700000264,db02,mem,35
1700000265,worker01,mem,34
1700000266,worker02,cpu,33
1700000267,web02,disk,28
1700000268,cache02,cpu,67
1700000269,db01,cpu,70
1700000270,db02,mem,37
1700000271,db01,mem,80
1700000272,web01,disk,27
1700000273,worker01,cpu,66
1700000274,web01,mem,77
1700000275,worker01,mem,80
1700000276,web01,cpu,51
1700000277,db01,disk,58
1700000278,web01,mem,1
1700000279,db01,disk,44
1700000280,web01,cpu,63
1700000281,db01,mem,54
1700000282,web03,disk,77
1700000283,cache01,cpu,12
1700000284,db02,mem,95
1700000285,web02,cpu,34
1700000286,db02,mem,81
1700000287,worker03,mem,48
1700000288,web03,disk,75
1700000289,cache01,disk,10
1700000290,worker02,cpu,81
1700000291,cache01,cpu,24
1700000292,web03,cpu,19
1700000293,worker01,cpu,82
1700000294,worker02,disk,93
1700000295,db01,mem,44
1700000296,cache02,mem,55
1700000297,web02,cpu,46
1700000298,db02,disk,1
1700000299,web02,disk,16
1700000300,db02,cpu,71
1700000301,worker03,mem,30
1700000302,worker02,disk,41
1700000303,worker01,mem,88
1700000304,web03,disk,11
1700000305,db01,cpu,2
1700000306,worker02,mem,73
1700000307,web02,disk,64
1700000308,web03,disk,75
1700000309,worker03,mem,58
1700000310,worker02,disk,89
1700000311,db01,disk,100
1700000312,cache02,disk,79
1700000313,db01,disk,42
1700000314,web01,disk,45
1700000315,cache01,disk,56
1700000316,cache02,cpu,35
1700000317,worker03,disk,42
1700000318,cache02,disk,5
1700000319,db01,mem,68
1700000320,worker02,cpu,27
1700000321,worker03,disk,58
1700000322,worker02,mem,33
1700000323,db01,mem,64
1700000324,cache02,mem,7
1700000325,db01,disk,54
1700000326,db02,disk,77
1700000327,cache01,disk,96
1700000328,worker02,disk,67
1700000329,web02,cpu,38
1700000330,worker02,disk,85
1700000331,db01,mem,20
1700000332,worker02,disk,55
1700000333,db01,disk,94
1700000334,db02,disk,89
1700000335,db01,cpu,100
1700000336,web01,mem,71
1700000337,web02,disk,34
1700000338,worker02,mem,85
1700000339,worker01,mem,72
1700000340,cache02,mem,3
1700000341,worker01,disk,70
1700000342,web03,mem,77
1700000343,worker01,cpu,32
1700000344,cache02,disk,87
1700000345,web02,mem,6
1700000346,worker02,mem,97
1700000347,worker01,disk,52
1700000348,cache02,cpu,79
1700000349,cache01,disk,26
1700000350,web03,disk,45
1700000351,worker01,cpu,72
1700000352,db02,mem,43
1700000353,cache01,cpu,70
1700000354,worker02,cpu,53
1700000355,db01,cpu,60
1700000356,web01,disk,7
1700000357,web02,cpu,10
1700000358,db02,disk,49
1700000359,db01,disk,92
1700000360,cache02,cpu,91
1700000361,db01,cpu,38
1700000362,web03,mem,53
1700000363,cache01,disk,32
1700000364,db02,mem,39
1700000365,cache01,mem,30
1700000366,db02,mem,13
1700000367,worker03,disk,28
1700000368,db02,mem,7
1700000369,web02,disk,6
1700000370,cache02,disk,17
1700000371,db01,disk,100
1700000372,cache02,cpu,83
1700000373,worker03,cpu,66
1700000374,db02,disk,45
1700000375,db01,disk,84
1700000376,web03,mem,71
1700000377,web02,disk,74
1700000378,web03,disk,37
1700000379,web02,mem,56
1700000380,worker02,disk,67
1700000381,worker01,mem,22
1700000382,web01,disk,85
1700000383,cache01,mem,48
1700000384,web01,disk,51
1700000385,worker01,disk,26
1700000386,cache02,disk,65
1700000387,db01,mem,96
1700000388,web03,cpu,15
1700000389,cache01,disk,58
1700000390,web01,disk,17
1700000391,worker03,disk,72
1700000392,worker02,cpu,19
1700000393,worker01,disk,82
1700000394,worker02,cpu,45
1700000395,cache01,mem,20
1700000396,db02,cpu,39
1700000397,db01,disk,86
1700000398,web01,disk,1
1700000399,web02,mem,80
1700000400,worker02,disk,31
1700000401,worker03,cpu,26
1700000402,web01,disk,53
1700000403,cache01,mem,16
1700000404,worker02,mem,11
1700000405,worker01,mem,50
1700000406,cache02,cpu,25
1700000407,worker01,cpu,48
1700000408,web01,cpu,79
1700000409,worker03,cpu,42
1700000410,web01,mem,97
1700000411,worker03,mem,48
1700000412,web03,cpu,87
1700000413,web02,cpu,98
1700000414,web01,mem,65
1700000415,cache01,cpu,76
1700000416,db02,disk,95
1700000417,cache01,disk,62
1700000418,db02,disk,13
1700000419,worker01,mem,24
1700000420,web03,cpu,15
1700000421,db01,disk,98
1700000422,cache02,mem,89
1700000423,worker03,disk,24
1700000424,worker02,disk,7
1700000425,worker01,mem,70
1700000426,web03,cpu,89
1700000427,worker03,disk,24
1700000428,web03,mem,7
1700000429,web02,cpu,54
1700000430,worker02,disk,45
1700000431,worker01,mem,16
1700000432,db02,cpu,75
1700000433,cache01,disk,66
1700000434,web03,mem,53
1700000435,db01,cpu,8
1700000436,cache02,cpu,67
1700000437,web02,disk,14
1700000438,worker02,mem,1
1700000439,worker03,mem,8
1700000440,cache02,mem,75
1700000441,cache01,cpu,10
1700000442,db02,cpu,97
1700000443,web02,mem,28
1700000444,cache02,disk,11
1700000445,db01,cpu,10
1700000446,worker02,cpu,81
1700000447,worker01,mem,92
1700000448,web01,cpu,43
1700000449,worker01,disk,82
1700000450,web03,mem,25
1700000451,web02,cpu,20
1700000452,db02,disk,91
1700000453,worker01,disk,62
1700000454,worker02,disk,29
1700000455,db01,cpu,88
1700000456,cache02,disk,31
1700000457,worker01,disk,6
1700000458,web01,mem,37
1700000459,worker01,cpu,60
1700000460,web01,mem,39
1700000461,worker01,disk,6
1700000462,worker02,cpu,41
1700000463,cache01,mem,92
1700000464,db02,disk,83
1700000465,worker01,cpu,2
1700000466,worker02,disk,65
1700000467,cache01,mem,44
1700000468,worker02,cpu,27
1700000469,worker01,disk,82
1700000470,web01,mem,17
1700000471,web02,mem,56
1700000472,db02,cpu,95
1700000473,web02,mem,42
1700000474,worker02,cpu,25
1700000475,worker01,mem,24
1700000476,db02,disk,59
1700000477,worker01,cpu,2
1700000478,cache02,mem,29
1700000479,worker03,mem,76
1700000480,web01,mem,75
1700000481,db01,disk,94
1700000482,worker02,cpu,61
1700000483,db01,mem,36
1700000484,web01,mem,15
1700000485,worker03,disk,22
1700000486,web03,cpu,5
1700000487,db01,mem,100
1700000488,db02,mem,31
1700000489,worker01,mem,14
1700000490,db02,cpu,25
1700000491,worker01,disk,64
1700000492,web01,disk,27
1700000493,web02,mem,54
1700000494,cache02,mem,41
1700000495,worker03,mem,60
1700000496,web01,cpu,71
1700000497,db01,mem,30
1700000498,web03,cpu,5
1700000499,db01,cpu,56
1700000500,db02,mem,63
1700000501,web02,cpu,70
1700000502,web01,cpu,21
1700000503,web02,disk,76
1700000504,db02,mem,87
1700000505,cache01,cpu,66
1700000506,db02,cpu,57
1700000507,web02,cpu,36
1700000508,web03,disk,39
1700000509,db01,cpu,50
1700000510,db02,cpu,17
1700000511,db01,disk,4
1700000512,worker02,mem,39
1700000513,worker01,mem,70
1700000514,cache02,cpu,5
1700000515,web02,cpu,96
1700000516,web03,disk,99
1700000517,web02,disk,34
1700000518,web03,mem,45
1700000519,web02,disk,44
1700000520,web01,cpu,15
1700000521,web02,mem,22
1700000522,web01,disk,13
1700000523,db01,disk,48
1700000524,db02,cpu,99
1700000525,cache01,cpu,42
1700000526,web01,cpu,1
1700000527,db01,cpu,28
1700000528,cache02,cpu,71
1700000529,web02,mem,46
1700000530,web03,disk,81
1700000531,cache01,cpu,60
1700000532,cache02,disk,31
1700000533,worker03,mem,74
1700000534,cache02,mem,61
1700000535,cache01,disk,52
1700000536,cache02,mem,19
1700000537,db01,cpu,66
1700000538,cache02,disk,97
1700000539,worker03,disk,36
1700000540,web03,disk,7
1700000541,cache01,cpu,70
1700000542,worker02,mem,49
1700000543,worker01,cpu,56
1700000544,web01,disk,99
1700000545,cache01,mem,42
1700000546,web01,cpu,77
1700000547,web02,mem,48
1700000548,web03,mem,51
1700000549,web02,cpu,86
1700000550,worker02,disk,73
1700000551,worker01,disk,56
1700000552,worker02,cpu,63
1700000553,cache01,disk,22
1700000554,worker02,mem,97
1700000555,cache01,disk,48
1700000556,cache02,cpu,31
1700000557,web02,disk,2
1700000558,web03,disk,81
1700000559,cache01,disk,44
1700000560,worker02,disk,83
1700000561,worker03,cpu,18
1700000562,web01,cpu,21
1700000563,cache01,mem,36
1700000564,web01,cpu,39
1700000565,db01,mem,30
1700000566,web03,cpu,45
1700000567,db01,disk,16
1700000568,web01,cpu,27
1700000569,db01,mem,38
1700000570,cache02,disk,77
1700000571,db01,mem,72
1700000572,web03,mem,55
1700000573,worker03,mem,10
1700000574,web03,mem,41
1700000575,cache01,mem,8
1700000576,db02,cpu,39
1700000577,worker01,disk,54
1700000578,cache02,mem,73
1700000579,worker03,cpu,12
1700000580,db02,mem,71
1700000581,cache01,mem,10
1700000582,cache02,disk,73
1700000583,worker03,disk,64
1700000584,web03,mem,63
1700000585,web02,mem,66
1700000586,worker02,disk,49
1700000587,worker01,disk,20
1700000588,db02,mem,87
1700000589,db01,mem,54
1700000590,worker02,mem,49
1700000591,web02,cpu,60
1700000592,db02,disk,23
1700000593,web02,disk,18
1700000594,web01,mem,37
1700000595,worker01,disk,96
1700000596,cache02,cpu,27
1700000597,cache01,mem,58
1700000598,cache02,mem,33
1700000599,web02,cpu,48
1700000600,cache02,cpu,59
1700000601,worker03,disk,94
1700000602,web03,cpu,61
1700000603,worker03,mem,12
1700000604,web01,disk,19
1700000605,cache01,disk,58
1700000606,worker02,cpu,61
1700000607,worker03,disk,84
1700000608,cache02,cpu,7
1700000609,worker01,mem,10
1700000610,web03,disk,17
1700000611,web02,disk,84
1700000612,db02,disk,47
1700000613,web02,mem,66
1700000614,web01,disk,85
1700000615,worker01,cpu,52
1700000616,web01,mem,31
1700000617,worker03,cpu,70
1700000618,db02,disk,69
1700000619,worker03,mem,48
1700000620,web01,disk,27
1700000621,web02,disk,98
1700000622,cache02,disk,73
1700000623,web02,cpu,24
1700000624,web01,disk,23
1700000625,worker03,mem,82
1700000626,db02,mem,21
1700000627,db01,cpu,68
1700000628,db02,cpu,35
1700000629,worker01,cpu,66
1700000630,web01,mem,89
1700000631,cache01,mem,32
1700000632,db02,cpu,87
1700000633,web02,cpu,98
1700000634,web03,mem,89
1700000635,cache01,mem,100
1700000636,cache02,cpu,79
1700000637,worker01,disk,82
1700000638,db02,mem,81
1700000639,db01,mem,8
1700000640,web01,disk,23
1700000641,db01,cpu,26
1700000642,web03,cpu,17
1700000643,web02,mem,80
1700000644,cache02,cpu,15
1700000645,web02,mem,6
1700000646,web03,disk,1
1700000647,worker03,mem,96
1700000648,web03,cpu,39
1700000649,worker01,disk,54
1700000650,web01,cpu,93
1700000651,web02,cpu,84
1700000652,cache02,cpu,47
1700000653,worker03,mem,78
1700000654,db02,mem,29
1700000655,cache01,cpu,84
1700000656,worker02,disk,35
1700000657,db01,cpu,54
1700000658,web01,disk,93
1700000659,worker01,cpu,60
1700000660,worker02,disk,91
1700000661,db01,cpu,94
1700000662,cache02,mem,33
1700000663,worker01,cpu,40
1700000664,web03,disk,99
1700000665,web02,disk,82
1700000666,web01,disk,33
1700000667,worker03,mem,52
1700000668,cache02,mem,7
1700000669,worker03,cpu,94
1700000670,worker02,disk,77
1700000671,cache01,disk,48
1700000672,web01,cpu,71
1700000673,cache01,mem,78
1700000674,cache02,disk,9
1700000675,web02,mem,44
1700000676,web01,cpu,99
1700000677,worker03,disk,66
1700000678,web03,disk,65
1700000679,web02,cpu,24
1700000680,db02,mem,87
1700000681,worker01,disk,58
1700000682,cache02,cpu,81
1700000683,cache01,mem,60
1700000684,db02,disk,43
1700000685,web02,mem,66
1700000686,cache02,disk,97
1700000687,web02,cpu,84
1700000688,cache02,disk,27
1700000689,worker03,cpu,42
1700000690,cache02,disk,5
1700000691,worker03,cpu,96
1700000692,web01,mem,67
1700000693,cache01,mem,22
1700000694,worker02,disk,41
1700000695,worker01,cpu,4
1700000696,web01,cpu,43
1700000697,web02,disk,86
1700000698,worker02,mem,97
1700000699,worker01,cpu,60
1700000700,web01,disk,15
1700000701,cache01,cpu,34
1700000702,worker02,disk,33
1700000703,worker01,mem,28
1700000704,cache02,cpu,99
1700000705,worker01,cpu,2
1700000706,web03,disk,57
1700000707,worker01,cpu,88
1700000708,worker02,mem,19
1700000709,worker01,cpu,14
1700000710,db02,cpu,33
1700000711,worker03,cpu,12
1700000712,web01,disk,31
1700000713,worker03,cpu,74
1700000714,worker02,mem,25
1700000715,worker03,mem,76
1700000716,worker02,disk,99
1700000717,worker01,disk,26
1700000718,db02,mem,9
1700000719,db01,disk,68
1700000720,worker02,cpu,83
1700000721,worker01,mem,62
1700000722,cache02,mem,85
1700000723,web02,mem,80
1700000724,cache02,cpu,79
1700000725,cache01,mem,14
1700000726,db02,cpu,41
1700000727,web02,cpu,44
1700000728,db02,cpu,43
1700000729,worker01,mem,62
1700000730,db02,mem,61
1700000731,web02,cpu,88
1700000732,db02,disk,59
1700000733,cache01,disk,34
1700000734,worker02,mem,85
1700000735,worker01,mem,12
1700000736,worker02,cpu,79
1700000737,worker01,disk,98
1700000738,db02,mem,5
1700000739,web02,cpu,52
1700000740,cache02,mem,31
1700000741,db01,mem,10
1700000742,web03,disk,9
1700000743,db01,mem,84
1700000744,db02,disk,55
1700000745,cache01,cpu,10
1700000746,web01,disk,45
1700000747,web02,mem,8
1700000748,cache02,cpu,91
1700000749,web02,cpu,54
1700000750,cache02,disk,57
1700000751,web02,mem,28
1700000752,web01,disk,55
1700000753,web02,mem,94
1700000754,web03,cpu,93
1700000755,db01,mem,36
1700000756,cache02,mem,27
1700000757,worker01,cpu,22
1700000758,web03,cpu,17
1700000759,worker03,disk,36
1700000760,cache02,disk,87
1700000761,cache01,cpu,22
1700000762,web03,disk,85
1700000763,worker03,cpu,20
1700000764,worker02,mem,87
1700000765,worker03,disk,58
1700000766,cache02,cpu,73
1700000767,db01,disk,68
1700000768,web03,disk,95
1700000769,cache01,mem,22
1700000770,cache02,mem,81
1700000771,worker03,cpu,96
1700000772,worker02,disk,39
1700000773,cache01,cpu,46
1700000774,worker02,disk,5
1700000775,db01,mem,60
1700000776,cache02,disk,55
1700000777,web02,disk,86
1700000778,cache02,disk,45
1700000779,worker01,cpu,4
1700000780,web01,mem,87
1700000781,worker03,cpu,34
1700000782,worker02,disk,81
1700000783,worker03,mem,56
1700000784,web03,mem,11
1700000785,web02,cpu,26
1700000786,web01,cpu,21
1700000787,db01,disk,12
1700000788,web01,mem,15
1700000789,cache01,disk,78
1700000790,db02,disk,9
1700000791,web02,cpu,100
1700000792,web01,disk,79
1700000793,db01,disk,42
1700000794,db02,disk,61
1700000795,worker01,disk,68
1700000796,db02,mem,87
1700000797,cache01,disk,58
1700000798,web03,disk,45
1700000799,cache01,mem,64
1700000800,web03,cpu,99
1700000801,worker01,cpu,98
1700000802,db02,mem,89
1700000803,worker03,cpu,8
1700000804,web01,mem,39
1700000805,worker03,disk,50
1700000806,cache02,disk,37
1700000807,cache01,cpu,64
1700000808,web03,mem,91
1700000809,cache01,mem,78
1700000810,web03,cpu,1
1700000811,worker01,mem,36
1700000812,db02,mem,47
1700000813,worker01,cpu,86
1700000814,web03,mem,33
1700000815,db01,mem,92
1700000816,web03,cpu,91
1700000817,db01,cpu,62
1700000818,web01,mem,37
1700000819,db01,disk,32
1700000820,web03,disk,31
1700000821,worker03,cpu,58
1700000822,db02,disk,9
1700000823,cache01,cpu,8
1700000824,cache02,disk,91
1700000825,worker03,mem,54
1700000826,web03,cpu,9
1700000827,web02,disk,68
1700000828,web03,cpu,43
1700000829,web02,mem,22
1700000830,web03,cpu,49
1700000831,worker03,disk,8
1700000832,web03,mem,15
1700000833,web02,cpu,54
1700000834,worker02,disk,9
1700000835,worker01,mem,44
1700000836,web03,cpu,63
1700000837,web02,disk,90
1700000838,db02,disk,25
1700000839,cache01,cpu,16
1700000840,web03,mem,47
1700000841,web02,cpu,30
1700000842,cache02,mem,25
1700000843,cache01,cpu,100
1700000844,cache02,cpu,27
1700000845,cache01,disk,14
1700000846,web01,disk,65
1700000847,cache01,mem,72
1700000848,web03,cpu,47
1700000849,worker03,disk,10
1700000850,worker02,cpu,89
1700000851,worker03,cpu,40
1700000852,db02,mem,7
1700000853,cache01,mem,18
1700000854,worker02,disk,13
1700000855,worker01,cpu,28
1700000856,web01,cpu,11
1700000857,worker01,cpu,2
1700000858,web01,disk,81
1700000859,worker03,mem,24
1700000860,worker02,cpu,31
1700000861,web02,mem,22
1700000862,web03,cpu,93
1700000863,worker03,mem,16
1700000864,cache02,disk,27
1700000865,worker01,cpu,34
1700000866,web03,mem,9
1700000867,web02,mem,88
1700000868,web03,disk,43
1700000869,cache01,disk,66
1700000870,web01,disk,45
1700000871,web02,disk,80
1700000872,worker02,cpu,19
1700000873,db01,disk,38
1700000874,worker02,disk,9
1700000875,cache01,disk,16
1700000876,db02,cpu,71
1700000877,cache01,cpu,10
1700000878,worker02,cpu,85
1700000879,web02,cpu,32
1700000880,cache02,cpu,51
1700000881,worker03,disk,42
1700000882,web01,disk,57
1700000883,worker01,mem,4
1700000884,cache02,disk,67
1700000885,cache01,mem,2
1700000886,db02,cpu,29
1700000887,cache01,cpu,76
1700000888,web01,disk,47
1700000889,worker03,disk,46
1700000890,cache02,mem,53
1700000891,web02,cpu,20
1700000892,worker02,cpu,63
1700000893,worker01,cpu,70
1700000894,web01,cpu,37
1700000895,cache01,cpu,48
1700000896,db02,mem,39
1700000897,worker03,cpu,90
1700000898,db02,cpu,81
1700000899,cache01,mem,44
1700000900,web03,mem,47
1700000901,web02,cpu,14
1700000902,worker02,disk,77
1700000903,worker03,mem,24
1700000904,db02,disk,23
1700000905,db01,mem,18
1700000906,web03,mem,21
1700000907,worker01,disk,76
1700000908,db02,mem,15
1700000909,worker01,cpu,2
1700000910,web03,disk,53
1700000911,web02,cpu,8
1700000912,cache02,disk,39
1700000913,db01,disk,94
1700000914,worker02,cpu,49
1700000915,cache01,disk,68
1700000916,worker02,cpu,79
1700000917,db01,cpu,42
1700000918,web01,cpu,9
1700000919,cache01,disk,16
1700000920,web03,disk,23
1700000921,web02,cpu,2
1700000922,worker02,mem,89
1700000923,worker01,disk,56
1700000924,db02,cpu,99
1700000925,db01,disk,58
1700000926,worker02,disk,93
1700000927,web02,cpu,60
1700000928,web03,disk,75
1700000929,worker01,disk,34
1700000930,db02,mem,49
1700000931,db01,disk,40
1700000932,db02,disk,91
1700000933,web02,cpu,58
1700000934,web01,mem,5
1700000935,db01,disk,12
1700000936,web01,cpu,91
1700000937,worker03,mem,90
1700000938,web03,mem,61
1700000939,worker01,cpu,96
1700000940,worker02,mem,43
1700000941,worker01,cpu,54
1700000942,db02,mem,37
1700000943,web02,cpu,32
1700000944,db02,mem,67
1700000945,worker01,mem,10
1700000946,web01,disk,1
1700000947,web02,disk,96
1700000948,web01,disk,3
1700000949,web02,disk,2
1700000950,web01,cpu,17
1700000951,web02,cpu,16
1700000952,web03,cpu,31
1700000953,web02,disk,46
1700000954,worker02,disk,25
1700000955,worker03,cpu,16
1700000956,worker02,mem,91
1700000957,worker01,mem,66
1700000958,cache02,cpu,85
1700000959,worker01,mem,12
1700000960,web03,disk,23
1700000961,web02,disk,42
1700000962,worker02,disk,13
1700000963,worker03,disk,80
1700000964,web01,mem,79
1700000965,web02,cpu,6
1700000966,web03,cpu,69
1700000967,cache01,disk,60
1700000968,worker02,mem,71
1700000969,cache01,disk,38
1700000970,cache02,mem,57
1700000971,cache01,disk,64
1700000972,web03,cpu,71
1700000973,web02,cpu,62
1700000974,web01,mem,61
1700000975,worker03,disk,84
1700000976,db02,disk,59
1700000977,worker03,mem,42
1700000978,cache02,mem,33
1700000979,cache01,mem,76
1700000980,db02,disk,87
1700000981,worker01,cpu,34
1700000982,web01,disk,69
1700000983,worker01,mem,84
1700000984,cache02,mem,75
1700000985,worker01,disk,70
1700000986,worker02,cpu,29
1700000987,worker01,disk,44
1700000988,worker02,disk,83
1700000989,worker03,cpu,66
1700000990,web03,disk,33
1700000991,worker03,disk,8
1700000992,db02,disk,39
1700000993,worker03,mem,50
1700000994,worker02,cpu,9
1700000995,worker01,cpu,40
1700000996,cache02,mem,7
1700000997,worker03,cpu,54
1700000998,web03,mem,13
1700000999,web02,mem,76
1700001000,cache02,disk,83
1700001001,web02,mem,58
1700001002,db02,disk,17
1700001003,web02,disk,96
1700001004,db02,mem,67
1700001005,worker01,mem,62
1700001006,web01,mem,1
1700001007,worker01,cpu,96
1700001008,cache02,mem,51
1700001009,web02,cpu,58
1700001010,cache02,disk,93
